ENROLLMENT TERM,SUBJECT AREA,CATLG NBR,LONG CRSE TITLE,INSTR NAME,GRD OFF,GRD COUNT,ENRL TOT
25W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",A-,30,280
25W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",B+,23,280
25W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",B,29,280
25W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",B-,18,280
25W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",C+,15,280
25W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",C,6,280
25W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",C-,3,280
25W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",D+,2,280
25W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",D,6,280
25W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",F,6,280
25W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ALMOHALWAS, AKRAM M",A+,20,141
25W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ALMOHALWAS, AKRAM M",A,21,141
25W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ALMOHALWAS, AKRAM M",A-,15,141
25W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ALMOHALWAS, AKRAM M",B+,17,141
25W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ALMOHALWAS, AKRAM M",B,23,141
25W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ALMOHALWAS, AKRAM M",B-,9,141
25W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ALMOHALWAS, AKRAM M",C+,9,141
25W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ALMOHALWAS, AKRAM M",C,13,141
25W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ALMOHALWAS, AKRAM M",C-,5,141
25W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ALMOHALWAS, AKRAM M",D+,2,141
25W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ALMOHALWAS, AKRAM M",D,1,141
25W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ALMOHALWAS, AKRAM M",D-,1,141
25W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ALMOHALWAS, AKRAM M",F,5,141
25W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ZHOU, QING",A+,55,154
25W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ZHOU, QING",A,23,154
25W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ZHOU, QING",A-,15,154
25W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ZHOU, QING",B+,9,154
25W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ZHOU, QING",B,24,154
25W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ZHOU, QING",B-,4,154
25W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ZHOU, QING",C+,11,154
25W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ZHOU, QING",C,4,154
25W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ZHOU, QING",C-,2,154
25W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ZHOU, QING",D+,3,154
25W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ZHOU, QING",D,1,154
25W,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"ZHOU, QING",F,3,154
25W,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"MAIERHOFER, THOMAS JOHANNES",A+,38,281
25W,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"MAIERHOFER, THOMAS JOHANNES",A,105,281
25W,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"MAIERHOFER, THOMAS JOHANNES",A-,62,281
25W,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"MAIERHOFER, THOMAS JOHANNES",B+,37,281
25W,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"MAIERHOFER, THOMAS JOHANNES",B,25,281
25W,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"MAIERHOFER, THOMAS JOHANNES",B-,6,281
25W,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"MAIERHOFER, THOMAS JOHANNES",C+,5,281
25W,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"MAIERHOFER, THOMAS JOHANNES",C-,1,281
25W,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"MAIERHOFER, THOMAS JOHANNES",C,1,281
25W,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"MAIERHOFER, THOMAS JOHANNES",D+,1,281
25W,STATS,100A,INTRODUCTION TO PROBABILITY,"WU, YINGNIAN",A+,27,166
25W,STATS,100A,INTRODUCTION TO PROBABILITY,"WU, YINGNIAN",A,107,166
25W,STATS,100A,INTRODUCTION TO PROBABILITY,"WU, YINGNIAN",A-,12,166
25W,STATS,100A,INTRODUCTION TO PROBABILITY,"WU, YINGNIAN",B+,14,166
25W,STATS,100A,INTRODUCTION TO PROBABILITY,"WU, YINGNIAN",B,4,166
25W,STATS,100A,INTRODUCTION TO PROBABILITY,"WU, YINGNIAN",B-,1,166
25W,STATS,100A,INTRODUCTION TO PROBABILITY,"WU, YINGNIAN",F,1,166
25W,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"MADRID PADILLA, OSCAR HERNAN",A+,2,136
25W,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"MADRID PADILLA, OSCAR HERNAN",A,26,136
25W,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"MADRID PADILLA, OSCAR HERNAN",A-,16,136
25W,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"MADRID PADILLA, OSCAR HERNAN",B+,24,136
25W,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"MADRID PADILLA, OSCAR HERNAN",B,21,136
25W,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"MADRID PADILLA, OSCAR HERNAN",B-,15,136
25W,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"MADRID PADILLA, OSCAR HERNAN",C+,18,136
25W,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"MADRID PADILLA, OSCAR HERNAN",C,5,136
25W,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"MADRID PADILLA, OSCAR HERNAN",C-,4,136
25W,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"MADRID PADILLA, OSCAR HERNAN",D+,1,136
25W,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"MADRID PADILLA, OSCAR HERNAN",F,4,136
25W,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"CHRISTOU, NICOLAS",A,17,68
25W,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"CHRISTOU, NICOLAS",A-,10,68
25W,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"CHRISTOU, NICOLAS",B+,33,68
25W,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"CHRISTOU, NICOLAS",B,6,68
25W,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"CHRISTOU, NICOLAS",B-,2,68
25W,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"CHA, MARIA",A+,47,160
25W,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"CHA, MARIA",A,44,160
25W,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"CHA, MARIA",A-,29,160
25W,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"CHA, MARIA",B+,10,160
25W,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"CHA, MARIA",B,13,160
25W,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"CHA, MARIA",B-,8,160
25W,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"CHA, MARIA",C+,7,160
25W,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"CHA, MARIA",C,2,160
25W,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"GOULD, ROBERT L",A+,4,76
25W,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"GOULD, ROBERT L",A,52,76
25W,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"GOULD, ROBERT L",A-,9,76
25W,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"GOULD, ROBERT L",B+,5,76
25W,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"GOULD, ROBERT L",B,3,76
25W,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"GOULD, ROBERT L",B-,2,76
25W,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"GOULD, ROBERT L",C,1,76
25W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"WU, GUANI",A+,2,143
25W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"WU, GUANI",A,59,143
25W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"WU, GUANI",A-,27,143
25W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"WU, GUANI",B+,25,143
25W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"WU, GUANI",B,11,143
25W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"WU, GUANI",B-,7,143
25W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"WU, GUANI",C+,6,143
25W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"WU, GUANI",C,2,143
25W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"WU, GUANI",C-,3,143
25W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"WU, GUANI",F,1,143
25W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"CHEN, MILES SATORI",A+,36,164
25W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"CHEN, MILES SATORI",A,48,164
25W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"CHEN, MILES SATORI",A-,22,164
25W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"CHEN, MILES SATORI",B+,14,164
25W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"CHEN, MILES SATORI",B,18,164
25W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"CHEN, MILES SATORI",B-,7,164
25W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"CHEN, MILES SATORI",C+,4,164
25W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"CHEN, MILES SATORI",C,6,164
25W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"CHEN, MILES SATORI",D,3,164
25W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"CHEN, MILES SATORI",F,4,164
25W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"CHEN, MILES SATORI",C-,2,164
25W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"ONYAMBU, SAMUEL ONYANCHA",A+,7,37
25W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"ONYAMBU, SAMUEL ONYANCHA",A,16,37
25W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"ONYAMBU, SAMUEL ONYANCHA",A-,10,37
25W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"ONYAMBU, SAMUEL ONYANCHA",B+,1,37
25W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"ONYAMBU, SAMUEL ONYANCHA",B,1,37
25W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"ONYAMBU, SAMUEL ONYANCHA",B-,1,37
25W,STATS,102A,INTRODUCTION TO COMPUTATIONAL STATISTICS WITH R,"ONYAMBU, SAMUEL ONYANCHA",C-,1,37
25S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",A+,80,289
25S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",A,60,289
25S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",A-,33,289
25S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",B+,23,289
25S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",B,20,289
25S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",B-,11,289
25S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",C+,11,289
25S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",C,10,289
25S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",C-,17,289
25S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",D+,2,289
25S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",D,6,289
25S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",F,14,289
25S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"WANG, BINGLING",D-,2,289
25S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"HO, HAO",A+,68,280
25S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"HO, HAO",A,57,280
25S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"HO, HAO",A-,37,280
25S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"HO, HAO",B+,24,280
25S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"HO, HAO",B,29,280
25S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"HO, HAO",B-,10,280
25S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"HO, HAO",C+,16,280
25S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"HO, HAO",C,16,280
25S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"HO, HAO",C-,4,280
25S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"HO, HAO",D,7,280
25S,STATS,10,INTRODUCTION TO STATISTICAL REASONING,"HO, HAO",F,12,280
25S,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"MAIERHOFER, THOMAS JOHANNES",A+,27,261
25S,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"MAIERHOFER, THOMAS JOHANNES",A,55,261
25S,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"MAIERHOFER, THOMAS JOHANNES",A-,64,261
25S,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"MAIERHOFER, THOMAS JOHANNES",B+,51,261
25S,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"MAIERHOFER, THOMAS JOHANNES",B,28,261
25S,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"MAIERHOFER, THOMAS JOHANNES",B-,21,261
25S,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"MAIERHOFER, THOMAS JOHANNES",C+,10,261
25S,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"MAIERHOFER, THOMAS JOHANNES",C,2,261
25S,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"MAIERHOFER, THOMAS JOHANNES",C-,2,261
25S,STATS,20,INTRODUCTION TO STATISTICAL PROGRAMMING WITH R,"MAIERHOFER, THOMAS JOHANNES",F,1,261
25S,STATS,100A,INTRODUCTION TO PROBABILITY,"DAI, XIAOWU",A+,2,75
25S,STATS,100A,INTRODUCTION TO PROBABILITY,"DAI, XIAOWU",A,42,75
25S,STATS,100A,INTRODUCTION TO PROBABILITY,"DAI, XIAOWU",A-,9,75
25S,STATS,100A,INTRODUCTION TO PROBABILITY,"DAI, XIAOWU",B+,12,75
25S,STATS,100A,INTRODUCTION TO PROBABILITY,"DAI, XIAOWU",B,5,75
25S,STATS,100A,INTRODUCTION TO PROBABILITY,"DAI, XIAOWU",B-,2,75
25S,STATS,100A,INTRODUCTION TO PROBABILITY,"DAI, XIAOWU",C+,2,75
25S,STATS,100A,INTRODUCTION TO PROBABILITY,"DAI, XIAOWU",C,1,75
25S,STATS,100A,INTRODUCTION TO PROBABILITY,"MONTUFAR CUARTAS, GUIDO FRANCISCO",A+,1,66
25S,STATS,100A,INTRODUCTION TO PROBABILITY,"MONTUFAR CUARTAS, GUIDO FRANCISCO",A,8,66
25S,STATS,100A,INTRODUCTION TO PROBABILITY,"MONTUFAR CUARTAS, GUIDO FRANCISCO",A-,9,66
25S,STATS,100A,INTRODUCTION TO PROBABILITY,"MONTUFAR CUARTAS, GUIDO FRANCISCO",B+,12,66
25S,STATS,100A,INTRODUCTION TO PROBABILITY,"MONTUFAR CUARTAS, GUIDO FRANCISCO",B,9,66
25S,STATS,100A,INTRODUCTION TO PROBABILITY,"MONTUFAR CUARTAS, GUIDO FRANCISCO",B-,7,66
25S,STATS,100A,INTRODUCTION TO PROBABILITY,"MONTUFAR CUARTAS, GUIDO FRANCISCO",C+,4,66
25S,STATS,100A,INTRODUCTION TO PROBABILITY,"MONTUFAR CUARTAS, GUIDO FRANCISCO",C,3,66
25S,STATS,100A,INTRODUCTION TO PROBABILITY,"MONTUFAR CUARTAS, GUIDO FRANCISCO",C-,2,66
25S,STATS,100A,INTRODUCTION TO PROBABILITY,"MONTUFAR CUARTAS, GUIDO FRANCISCO",F,4,66
25S,STATS,100A,INTRODUCTION TO PROBABILITY,"MONTUFAR CUARTAS, GUIDO FRANCISCO",D+,3,66
25S,STATS,100A,INTRODUCTION TO PROBABILITY,"MONTUFAR CUARTAS, GUIDO FRANCISCO",D,1,66
25S,STATS,100A,INTRODUCTION TO PROBABILITY,"MONTUFAR CUARTAS, GUIDO FRANCISCO",D-,3,66
25S,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"LI, KER-CHAU",A+,6,63
25S,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"LI, KER-CHAU",A,6,63
25S,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"LI, KER-CHAU",A-,10,63
25S,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"LI, KER-CHAU",B+,12,63
25S,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"LI, KER-CHAU",B,7,63
25S,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"LI, KER-CHAU",B-,3,63
25S,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"LI, KER-CHAU",C+,4,63
25S,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"LI, KER-CHAU",C,7,63
25S,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"LI, KER-CHAU",C-,5,63
25S,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"LI, KER-CHAU",D,1,63
25S,STATS,100B,INTRODUCTION TO MATHEMATICAL STATISTICS,"LI, KER-CHAU",F,2,63
25S,STATS,100C,LINEAR MODELS,"CHRISTOU, NICOLAS",A,29,156
25S,STATS,100C,LINEAR MODELS,"CHRISTOU, NICOLAS",A-,48,156
25S,STATS,100C,LINEAR MODELS,"CHRISTOU, NICOLAS",B+,56,156
25S,STATS,100C,LINEAR MODELS,"CHRISTOU, NICOLAS",B,22,156
25S,STATS,100C,LINEAR MODELS,"CHRISTOU, NICOLAS",B-,1,156
25S,STATS,100C,LINEAR MODELS,"LEONG, OSCAR",A+,5,73
25S,STATS,100C,LINEAR MODELS,"LEONG, OSCAR",A,14,73
25S,STATS,100C,LINEAR MODELS,"LEONG, OSCAR",A-,10,73
25S,STATS,100C,LINEAR MODELS,"LEONG, OSCAR",B+,22,73
25S,STATS,100C,LINEAR MODELS,"LEONG, OSCAR",B,9,73
25S,STATS,100C,LINEAR MODELS,"LEONG, OSCAR",B-,3,73
25S,STATS,100C,LINEAR MODELS,"LEONG, OSCAR",C+,5,73
25S,STATS,100C,LINEAR MODELS,"LEONG, OSCAR",C,5,73
25S,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"GOULD, ROBERT L",A+,8,81
25S,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"GOULD, ROBERT L",A,53,81
25S,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"GOULD, ROBERT L",A-,7,81
25S,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"GOULD, ROBERT L",B+,4,81
25S,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"GOULD, ROBERT L",B,5,81
25S,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"GOULD, ROBERT L",B-,3,81
25S,STATS,101A,INTRODUCTION TO DATA ANALYSIS AND REGRESSION,"GOULD, ROBERT L",C,1,81
25S,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"CHA, MARIA",A+,27,159
25S,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"CHA, MARIA",A,39,159
25S,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"CHA, MARIA",A-,37,159
25S,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"CHA, MARIA",B+,17,159
25S,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"CHA, MARIA",B,12,159
25S,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"CHA, MARIA",B-,8,159
25S,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"CHA, MARIA",C+,13,159
25S,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"CHA, MARIA",C,5,159
25S,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"CHA, MARIA",F,1,159
25S,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"ALMOHALWAS, AKRAM M",A+,36,157
25S,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"ALMOHALWAS, AKRAM M",A,42,157
25S,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"ALMOHALWAS, AKRAM M",A-,39,157
25S,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"ALMOHALWAS, AKRAM M",B+,17,157
25S,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"ALMOHALWAS, AKRAM M",B,11,157
25S,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"ALMOHALWAS, AKRAM M",B-,9,157
25S,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"ALMOHALWAS, AKRAM M",C,1,157
25S,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"ALMOHALWAS, AKRAM M",C-,1,157
25S,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"ALMOHALWAS, AKRAM M",D-,1,157
25S,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"XU, HONGQUAN",A+,1,65
25S,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"XU, HONGQUAN",A,6,65
25S,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"XU, HONGQUAN",A-,10,65
25S,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"XU, HONGQUAN",B+,17,65
25S,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"XU, HONGQUAN",B,9,65
25S,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"XU, HONGQUAN",B-,10,65
25S,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"XU, HONGQUAN",C+,6,65
25S,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"XU, HONGQUAN",C,1,65
25S,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"XU, HONGQUAN",C-,1,65
25S,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"XU, HONGQUAN",D+,2,65
25S,STATS,101B,INTRODUCTION TO DESIGN AND ANALYSIS OF EXPERIMENT,"XU, HONGQUAN",D,2,65
25S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"MICHAILIDIS, GEORGE",A+,9,159
25S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"MICHAILIDIS, GEORGE",A,103,159
25S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"MICHAILIDIS, GEORGE",A-,39,159
25S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"MICHAILIDIS, GEORGE",B+,8,159
25S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"WU, GUANI",A+,1,46
25S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"WU, GUANI",A,19,46
25S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"WU, GUANI",A-,4,46
25S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"WU, GUANI",B+,5,46
25S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"WU, GUANI",B,5,46
25S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"WU, GUANI",B-,2,46
25S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"WU, GUANI",C+,2,46
25S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"WU, GUANI",C,2,46
25S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"WU, GUANI",C-,3,46
25S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"WU, GUANI",D,1,46
25S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"WU, GUANI",D-,2,46
25S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"TSIANG, MICHAEL",A+,5,81
25S,STATS,102B,INTRODUCTION TO COMPUTATION AND OPTIMIZATION FOR STATISTICS,"TSIANG, MICHAEL",A,57,81
